Number;ID;Contract Address;Symbol;Name;Scam;Scam Boolean
249;OLD-076;0xB63B606Ac810a52cCa15e44bB630fd42D8d1d83d;MCO;Monaco;no;0
250;OLD-077;0xD8a8843b0a5aba6B030E92B3F4d669FaD8A5BE50;AFDLT;AfroDex Labs Token;yes;1
251;OLD-078;0x55296f69f40Ea6d20E478533C15A6B08B654E758;XYO;XY Oracle;no;0
252;OLD-079;0x37236CD05b34Cc79d3715AF2383E96dd7443dCF1;SLP;Small Love Potion;no;0
253;OLD-080;0xF8F237D074F637D777bcD2A4712bde793f94272B;ERC223;ERC223;no;0
254;OLD-081;0x04Fa0d235C4abf4BcF4787aF4CF447DE572eF828;UMA;UMA Voting Token v1;no;0
255;OLD-082;0xD6a55C63865AffD67E2FB9f284F87b7a9E5FF3bD;ESH;Switch;yes;1
256;OLD-083;0x42d6622deCe394b54999Fbd73D108123806f6a18;SPANK;SPANK;no;0
257;OLD-084;0xB64ef51C888972c908CFacf59B47C1AfBC0Ab8aC;STORJ;StorjToken;no;0
258;OLD-085;0x4C6F4d435A939FB85Dd946baE4eeC9D52587F451;With ☕️;With â˜•ï¸;no;0
259;OLD-086;0xD2d01dd6Aa7a2F5228c7c17298905A7C7E1dfE81;OUSD;Onyx USD;yes;1
260;OLD-087;0x4f3AfEC4E5a3F2A6a1A411DEF7D7dFe50eE057bF;DGX;Digix Gold Token;yes;1
261;OLD-088;0xa16001DD47f505B7B7c5639c710A52209E4e8904;AVA;Alpha Fund;no;0
262;OLD-089;0x44F00918A540774b422a1A340B75e055fF816d83;HXY;HEX Money;yes;1
263;OLD-090;0x81AADA684F4Bd51252c8184148A78e7E4B44dc2c;ARUK;ARUKU COIN;no;0
264;OLD-091;0x7D5Edcd23dAa3fB94317D32aE253eE1Af08Ba14d;EBET;Ethbet;yes;1
265;OLD-092;0x8207c1FfC5B6804F6024322CcF34F29c3541Ae26;OGN;OriginToken;no;0
266;OLD-093;0xCecFB3843bc8645bBB86ca4aaEac0E794561fd88;MESO;Meso;yes;1
267;OLD-094;0x58b6A8A3302369DAEc383334672404Ee733aB239;LPT;Livepeer Token;no;0
268;OLD-095;0xEA610B1153477720748DC13ED378003941d84fAB;ALIS;AlisToken;no;0
269;OLD-096;0x7CC62d8E80Be9bEa3947F3443aD136f50f75b505;KNT;Knekted;yes;1
270;OLD-097;0x02FdD6866333D8Cd8B1ca022d382080698060BC2;69C;6ix9ine Chain;yes;1
271;OLD-098;0x4FbB350052Bca5417566f188eB2EBCE5b19BC964;GRG;Rigo Token;yes;1
272;OLD-099;0xB4742e2013f96850a5CeF850A3bB74cF63B9a5D5;EAN;EANTO Token;no;0
273;OLD-100;0x168079C89f0Fd13E021d69c9Ea4859B4353535FC;BIZ;BIZCOIN;yes;1
274;OLD-101;0xD6F0Bb2A45110f819e908a915237D652Ac7c5AA8;BUIDL;DFOHub;no;0
275;OLD-102;0xe343245DE92181bc06ba5Cd1152C705A2C5F3E2F;STA;Statera;no;0
276;OLD-103;0x3296294a172d541c548819875e027B5fcB3e4a85;TPC;TopCoin;yes;1
277;OLD-104;0x40428FDD5588197C15DD00B22fe9b9A48afeEb23;COTR;Cotrace;yes;1
278;OLD-105;0x970B9bB2C0444F5E81e9d0eFb84C8ccdcdcAf84d;FUSE;Fuse Token;no;0
279;OLD-106;0xD8912C10681D8B21Fd3742244f44658dBA12264E;PLU;Pluton;no;0
280;OLD-107;0xBA11D00c5f74255f56a5E366F4F77f5A186d7f55;BAND;BandToken;no;0
281;OLD-108;0x7dE91B204C1C737bcEe6F000AAA6569Cf7061cb7;XRT;Robonomics;no;0
282;OLD-109;0xaA7a9CA87d3694B5755f213B5D04094b8d0F0A6F;TRAC;Trace Token;no;0
283;OLD-110;0x8888889213DD4dA823EbDD1e235b09590633C150;MBC;Marblecoin;no;0
284;OLD-111;0x818Fc6C2Ec5986bc6E2CBf00939d90556aB12ce5;KIN;Kin;no;0
285;OLD-112;0x5c248Af2FaFDFFA820A3F54Bfc35beF9b5879b5C;GHST;GHOST by McAfee;yes;1
286;OLD-113;0x1C5db575E2Ff833E46a2E9864C22F4B22E0B37C2;renZEC;renZEC;no;0
287;OLD-114;0x8BA6DcC667d3FF64C1A2123cE72FF5F0199E5315;ALEX;AlexMasmej;no;0
288;OLD-115;0x7C5A0CE9267ED19B22F8cae653F198e3E8daf098;SAN;SANtiment network token;no;0
289;OLD-116;0xd07D9Fe2d2cc067015E2b4917D24933804f42cFA;TOL;Tolar Token;yes;1
290;OLD-117;0xa9fBB83a2689F4fF86339a4b96874d718673b627;ANTS;FireAnts;no;0
291;OLD-118;0xFCCe9526E030F1691966d5A651F5EbE1A5B4C8E4;OSPV;Onyx S&P 500;yes;1
292;OLD-119;0xf7D1f35518950E78c18E5A442097cA07962f4D8A;OSPVS;Onyx S&P 500 Short;yes;1
293;OLD-120;0x0cB8D0B37C7487b11d57F1f33dEfA2B1d3cFccfE;DANK;Dank Token;no;0
294;OLD-121;0x49d716DFe60b37379010A75329ae09428f17118d;plDai;Pool Dai;yes;1
295;OLD-122;0xdB25f211AB05b1c97D595516F45794528a807ad8;EURS;STASIS EURS Token;no;0
296;OLD-123;0xf67041758D3B6e56D6fDafA5B32038302C3634DA;TST;TBC Shopping Token;no;0
297;OLD-124;0xA7d768EbD9915793393F117f8aB10F4A206875d8;EH2;EnergonX Hydrogen Hâ‚‚;no;0
298;OLD-125;0x09fE5f0236F0Ea5D930197DCE254d77B04128075;WCK;Wrapped CryptoKitties;no;0
299;OLD-126;0xDD436a0Dce9244B36599AE7b22f0373b4e33992d;TRUSD;TrustUSD;yes;1
300;OLD-127;0x6FBF4e57EC93cDd33c74762f7d99694228a68Cd2;BLK;BLANK;yes;1
301;OLD-128;0x26946adA5eCb57f3A1F91605050Ce45c482C9Eb1;BSOV;BitcoinSoV;no;0
302;OLD-129;0x0Ae055097C6d159879521C384F1D2123D1f195e6;STAKE;STAKE;no;0
303;OLD-130;0xAF350211414C5DC176421Ea05423F0cC494261fB;SATURN;Saturn DAO token (ERC20);yes;1
304;OLD-131;0x85E46768B300e675E2EA39bbab6C428b8aB8Fb02;MG;Montenegro Gaming;yes;1
305;OLD-132;0xc3761EB917CD790B30dAD99f6Cc5b4Ff93C4F9eA;ERC20;ERC20;no;0
306;OLD-133;0x3e370A6c8255b065bD42bc0AC9255b269CFcC172;UNI;Unipot;yes;1
307;OLD-134;0x8AA225299cE56d53F06722c173d99a98ffc4780F;AJK1;Adam Kerpelman;yes;1
308;OLD-135;0x7D29A64504629172a429e64183D6673b9dAcbFCe;VXV;VectorspaceAI;no;0
309;OLD-136;0x95dAaaB98046846bF4B2853e23cba236fa394A31;EMONT;EtheremonToken;no;0
310;OLD-137;0x2C537E5624e4af88A7ae4060C022609376C8D0EB;TRYB;BiLira;yes;1
311;OLD-138;0x6c6EE5e31d828De241282B9606C8e98Ea48526E2;HOT;HoloToken;no;0
312;OLD-139;0xE85d69D5e7B91b1A0D2E93a3678315E6915197B2;JBG;JBG;no;0
313;OLD-140;0xBBbbCA6A901c926F240b89EacB641d8Aec7AEafD;LRC;LoopringCoin V2;no;0
314;OLD-141;0xA4e8C3Ec456107eA67d3075bF9e3DF3A75823DB0;LOOM;LoomToken;no;0
315;OLD-142;0x6810e776880C02933D47DB1b9fc05908e5386b96;GNO;Gnosis Token;no;0
316;OLD-143;0x419D0d8BdD9aF5e606Ae2232ed285Aff190E711b;FUN;FunFair;no;0
317;OLD-144;0x8762db106B2c2A0bccB3A80d1Ed41273552616E8;RSR;Reserve Rights;no;0
318;OLD-145;0x1C5857e110CD8411054660F60B5De6a6958CfAE2;RSV;Reserve;yes;1
319;OLD-146;0x85Eee30c52B0b379b046Fb0F85F4f3Dc3009aFEC;KEEP;KEEP Token;no;0
320;OLD-147;0x41e5560054824eA6B0732E656E3Ad64E20e94E45;CVC;Civic;no;0
321;OLD-148;0x4a527d8fc13C5203AB24BA0944F4Cb14658D1Db6;MITx;Morpheus Infrastructure Token;no;0
322;OLD-149;0xa3d58c4E56fedCae3a7c43A725aeE9A71F0ece4e;MET;Metronome;no;0
323;OLD-150;0x6531f133e6DeeBe7F2dcE5A0441aA7ef330B4e53;TIME;Chronobank TIME;yes;1
324;OLD-151;0x985dd3D42De1e256d09e1c10F112bCCB8015AD41;OCEAN;OceanToken;no;0
325;OLD-152;0x444997b7e7fC830E20089afea3078cd518fCF2A2;EWO;EWO Token;yes;1
326;OLD-153;0x543Ff227F64Aa17eA132Bf9886cAb5DB55DCAddf;GEN;DAOstack;no;0
327;OLD-154;0x905D3237dC71F7D8f604778e8b78f0c3ccFF9377;BRAP;BRAPPER;yes;1
328;OLD-155;0xEdfFe4A90e6837117BC42598FCC3Ac8F69901025;DWT;DUMP WARS;yes;1
329;OLD-156;0xF89bA2862dfAE69Bc2546568D56b087d7454c9C9;BBSC;BaoBoShiCoin;yes;1
330;OLD-157;0xc770EEfAd204B5180dF6a14Ee197D99d808ee52d;FOX;FOX;no;0
331;OLD-158;0xfa91f4177476633f100C59D336C0f2FfAd414CBA;XYS;ANALYSX;yes;1
332;OLD-159;0xD7EFB00d12C2c13131FD319336Fdf952525dA2af;XPR;Proton;no;0
333;OLD-160;0xF433089366899D83a9f26A773D59ec7eCF30355e;MTL;Metal;no;0
334;OLD-161;0xE48972fCd82a274411c01834e2f031D4377Fa2c0;2KEY;TwoKeyEconomy;no;0
335;OLD-162;0x6B466B0232640382950c45440Ea5b630744eCa99;CVD;COVID19;yes;1
336;OLD-163;0xEB4C2781e4ebA804CE9a9803C67d0893436bB27D;renBTC;renBTC;no;0
337;OLD-164;0x73718B72d0292d4F1Fa6b2e838C2b4013d16787c;SCOM;Supercompute;yes;1
338;OLD-165;0xf293d23BF2CDc05411Ca0edDD588eb1977e8dcd4;SYLO;Sylo;no;0
339;OLD-166;0x579b5201f1fd40a2084f162A51339126FB0E88c1;X5T;X5Token;yes;1
340;OLD-167;0x45804880De22913dAFE09f4980848ECE6EcbAf78;PAXG;Paxos Gold;no;0
341;OLD-168;0xaa7FB1c8cE6F18d4fD4Aabb61A2193d4D441c54F;SHIT;ShitCoin;no;0
342;OLD-169;0x7B22938ca841aA392C93dBB7f4c42178E3d65E88;ASTRO;AstroTokens;no;0
343;OLD-170;0x904da022AbCF44EbA68d4255914141298a7F7307;VLDY;Validity;yes;1
344;OLD-171;0x291FA2725d153bcc6C7E1C304bcaD47fdEf1EF84;MX3;Mega Token;yes;1
